word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,tense,plural,detail,audio,audio_uk,audio_us
set a gloss on,,,"使...具有光泽, 润饰...",,,,,,,,,,,,
set a paper,,,出考题,,,,,,,,,,,,
set a project afoot,,,开始执行计划,,,,,,,,,,,,
set a term to,,,"给...定限期, 对...加以限制",,,,,,,,,,,,
set a trap,,,"设陷阱, 设圈套",,,,,,,,,,,,
set a watch,,,"布置哨兵, 布置看守人员",,,,,,,,,,,,
set about,,,"开始, 散布\n[法] 着手, 开始",,,,,,,,,,,,
set about one's work,,,开始工作,,,,,,,,,,,,
set against,,,"用...抵消, 使对立, 反对",,,,,,,,,,,,
set analyzer,,,[电] 机组分析器,,,,,,,,,,,,
set apart,,,"使分离, 留出",,,,,,,,,,,,
set as default chart,,,设置为默认图表\n[计] 设置为默认图表,,,,,,,,,,,,
set aside,,,"留出, 不顾, 取消, 驳回\n[法] 撤销, 废止, 宣告无效",,,,,,,,,,,,
set associative buffer storage,,,[计] 组相联缘冲存储器,,,,,,,,,,,,
set at,,,袭击,,,,,,,,,,,,
set at naught,,,蔑视,,,,,,,,,,,,
set at variance,,,"使不和, 离间\n[法] 不同意, 使不一致, 使不协调",,,,,,,,,,,,
set back,,,"阻碍, 使受挫折, 往回拨",,,,,,,,,,,,
set before,,,放在...面前,,,,,,,,,,,,
set bolt,,,[机] 固定螺栓,,,,,,,,,,,,
set breakpoint,,,[计] 设置断点,,,,,,,,,,,,
set by,,,把...留开,,,,,,,,,,,,
set by the heels,,,监禁,,,,,,,,,,,,
set cell,,,[计] 目标单元,,,,,,,,,,,,
set class,,,[电] 集合等级,,,,,,,,,,,,
set composite,,,[电] 机组合成,,,,,,,,,,,,
set condition,,,[电] 设定状态,,,,,,,,,,,,
set criteria,,,[计] 设置条件,,,,,,,,,,,,
set database,,,[计] 设置数据库,,,,,,,,,,,,
set description,,,[电] 集合描述,,,,,,,,,,,,
set description entry,,,[计] 系描述体,,,,,,,,,,,,
set down,,,"放下, 使下车, 使着陆, 记下, 登记, 把...归于, 把...看作, 制定\n[法] 放下, 卸下, 写下",,,,,,,,,,,,
set extract,,,[计] 设置提取区域,,,,,,,,,,,,
set eyes on,,,"看到, 望见",,,,,,,,,,,,
set eyes on...,,,"看到..., 望见...",,,,,,,,,,,,
set fire to,,,点燃,,,1,,,,,,,,,
set fire to...,,,"使燃烧, 点燃",,,,,,,,,,,,
set font,,,[计] 设置字体,,,,,,,,,,,,
set foot in,,,进入,,,,,,,,,,,,
set foot in...,,,进入...,,,,,,,,,,,,
set foot on,,,踏上,,,,,,,,,,,,
set foot on...,,,踏上...,,,,,,,,,,,,
set forth,,,"阐明, 宣布, 提出, 陈列, 出发\n[法] 陈述, 阐明, 宣布",,,,,,,,,,,,
set forward,,,"促进, 提出, 拨快, 出发",,,,,,,,,,,,
set free,,,"释放\n[法] 释放, 使获自由",,,,,,,,,,,,
set gate,,,[机] 模型制浇口系,,,,,,,,,,,,
set great store by,,,极重视,,,,,,,,,,,,
set grid,,,[计] 设置网线,,,,,,,,,,,,
set hammer,,,[机] 锻压锤,,,,,,,,,,,,
set in,,,"开始, 到来, 上涨, 插入, 流行",,,,,,,,,,,,
set in action,,,使开始行动,,,,,,,,,,,,
set in motion,,,把...发动起来,,,,,,,,,,,,
set intercept,,,[计] 设置截距,,,,,,,,,,,,
set language,,,[计] 集合语言,,,,,,,,,,,,
set light by,,,轻视,,,,,,,,,,,,
set little by,,,轻视,,,,,,,,,,,,
set little store by,,,不太重视,,,,,,,,,,,,
set location mode,,,[计] 系定位方式,,,,,,,,,,,,
set loose,,,"释放, 放出",,,,,,,,,,,,
set measures to,,,限制,,,,,,,,,,,,
set member,,,[计] 系成员; 系成分,,,,,,,,,,,,
set mode,,,[计] 系实现方式,,,,,,,,,,,,
set much store by,,,非常重视,,,,,,,,,,,,
set name,,,[计] 系名,,,,,,,,,,,,
set no store by,,,简直不重视,,,,,,,,,,,,
set noise,,,[电] 机组杂音,,,,,,,,,,,,
set occurence,,,[电] 集合发生,,,,,,,,,,,,
set occurrence,,,[计] 系值,,,,,,,,,,,,
set occurrence selection,,,[计] 系值选择,,,,,,,,,,,,
set off,,,"出发, 开始, 引起, 衬托, 点缀, 抵销, 分开, 划分\n[法] 抵销",,,,,,,,,,,,
set off sth,,,"引起, 抵销, 分开, 划分",,,,,,,,,,,,
set on,,,"攻击, 前进, 怂恿, 使开始",,,,,,,,,,,,
set one's bag for,,,对...有野心,,,,,,,,,,,,
set one's cap at,,,向...挑逗,,,,,,,,,,,,
set one's face against,,,"坚决反对, 抵制",,,,,,,,,,,,
set one's face against...,,,"坚决反对, 抵制",,,,,,,,,,,,
set one's hand to,,,"着手, 批准, 签字",,,,,,,,,,,,
set one's mind on,,,决心要,,,,,,,,,,,,
set one's seal to,,,"在...上盖章, 保证, 批准",,,,,,,,,,,,
set one's sights high,,,有远大抱负,,,,,,,,,,,,
set one's teeth,,,"咬紧牙关, (喻)下决心对付困难, (喻)下决心对付苦恼",,,,,,,,,,,,
set oneself against,,,"坚决反对\n[法] 坚决反对, 坚决与...对立",,,,,,,,,,,,
set oneself up as,,,以...自居,,,,,,,,,,,,
set order,,,[计] 系序,,,,,,,,,,,,
set ordering criteria,,,[计] 系排列标准,,,,,,,,,,,,
set out,,,"出发, 开始, 陈列, 宣布, 陈述, 栽种, 设计...的布局, 测定\n[法] 发表, 宣布, 打算",,,,,,,,,,,,
set over,,,"置于...上, 指派...管理, 移交",,,,,,,,,,,,
set owner,,,[计] 系主,,,,,,,,,,,,
set page break,,,[计] 设置分页线,,,,,,,,,,,,
set piece,set pi:s,,n. 具有众所周知的固定形式,,1,,,,,,,,,,
set point,,,[计] 调整点\n[化] 沉淀点; 给定值; 设定值; 凝结点,,,,,,,,,,,,
set preferred,,,[计] 设置首选图,,,,,,,,,,,,
set print area,,,[计] 设置打印区域,,,,,,,,,,,,
set print titles,,,[计] 设置打印标题,,,,,,,,,,,,
set pulse,,,"[计] 置位脉冲; 置""1""脉冲",,,,,,,,,,,,
set recorder,,,[计] 设置记录区域,,,,,,,,,,,,
set right,,,"使恢复正常, 校正, 纠正...的错误",,,,,,,,,,,,
set sail,,,"张帆, 开航",,,,,,,,,,,,
set save options,,,[计] 设置保存选项,,,,,,,,,,,,
set sb a task,,,派某人做一项工作,,,,,,,,,,,,
set sb at liberty,,,"释放某人, 恢复某人的自由",,,,,,,,,,,,
set sb back sth,,,使(某人)花费,,,,,,,,,,,,
set sb down,,,"(英)停车使(乘客)下车, 登记, (非正式)申斥, (非正式)责骂, 击败",,,,,,,,,,,,
set sb off doing,,,使(某人)开始(做某事),,,,,,,,,,,,
set sb.'s teeth,,,"咬紧牙关, 下决心对付困难",,,,,,,,,,,,
set selection criteria,,,[计] 系选择标准,,,,,,,,,,,,
set size,,,[计] 设置大小,,,,,,,,,,,,
set spurs to,,,"对...加以刺激, 对...加以促进",,,,,,,,,,,,
set square,,,三角板\n[机] 三角板,,,,,,,,,,,,
set sth aside,,,"留出, 拨出, 另外存放, 不顾, 把...置于一旁, 置之不理, 略去",,,,,,,,,,,,
set sth back,,,"使(房屋)缩进, 使置于某物之后, 推迟",,,,,,,,,,,,
set sth down,,,"放下, 写, 记下, 记入, 登记, 记载, 使(飞机)着陆",,,,,,,,,,,,
set sth in motion,,,"开动..., 使...运转, 调动..., 发动...",,,,,,,,,,,,
set sth off,,,"使爆炸, 使爆发, 衬托, 使显得美观, 使更明显, 点缀",,,,,,,,,,,,
set sth out,,,"装饰, 陈列, 布置, 设计...的布局, 测定, 标出, 种植, 移植",,,,,,,,,,,,
set sth to defiance,,,"蔑视(某事)物, 与(某事)物相对抗",,,,,,,,,,,,
set sth upright,,,把某物竖直,,,,,,,,,,,,
set sth. at defiance,,,蔑视某物,,,,,,,,,,,,
set sth. on fire,,,"使燃烧, 烧, 使激动",,,,,,,,,,,,
set store by,,,重视,,,,,,,,,,,,
set tap,,,[机] 成套螺丝攻,,,,,,,,,,,,
set terminal,,,[电] 安置端,,,,,,,,,,,,
set tester,,,[电] 试验器,,,,,,,,,,,,
set the ball rolling,,,开始活动,,,,,,,,,,,,
set the fashion,,,开创新风尚,,,,,,,,,,,,
set the pace,,,"领先, 起领头作用",,,,,,,,,,,,
set the scene,,,作好准备,,,,,,,,,,,,
set the seal on,,,使生效,,,,,,,,,,,,
set the trend,,,"创立新式样, 推广新风尚, 开始风行",,,,,,,,,,,,
set the watch,,,布置哨兵值勤,,,,,,,,,,,,
set theory,,,集合论\n[计] 集合论,,,,,,,,,,,,
SET TIME,,,[计] 时间设置程序\n[化] 凝固时间,,,,,,,,,,,,
SET TIME ZONE,,,[计] 时区设置程序,,,,,,,,,,,,
set to,,,"开始认真干, 开始大吃, 争吵起来",,,,,,,,,,,,
set to rights,,,"使公正, 使健康, 使正确",,,,,,,,,,,,
set to work,,,开始工作,,,,,,,,,,,,
set type,,,[计] 系类型,,,,,,,,,,,,
set type currency indicator,,,[计] 系类型现行指示符,,,,,,,,,,,,
set up,,,设立\n[化] 调定; 装置妥; 装置妥当; 装置; 装备; 建立,,,,,,,,,,,,
set up applications,,,安装应用程序\n[计] 安装应用程序,,,,,,,,,,,,
set up for,,,自以为,,,,,,,,,,,,
set up sb's bristles,,,激怒某人,,,,,,,,,,,,
set up shop,,,开店,,,,,,,,,,,,
set upon,,,"袭击, 猛攻",,,,,,,,,,,,
set user information,,,设置用户信息\n[计] 设置用户信息,,,,,,,,,,,,
set-down dvice,,,[机] 放置器,,,,,,,,,,,,
set-fair,'setfeә(r),,n. 镘光的灰泥面,,,,,,,,,,,,
set-in,,,"n. 开始, 嵌入物",,,,,,,,,,,,
set-of-support strategy,,,[计] 支持集策略,,,,,,,,,,,,
set-off bench,,,"[机] 支台, 置模台",,,,,,,,,,,,
set-off box,,,[机] 置模箱,,,,,,,,,,,,
set-oriented language,,,[计] 集合型语言,,,,,,,,,,,,
set-point computer control system,,,[计] 计算机定点控制系统,,,,,,,,,,,,
set-reset flip-flop,,,[电] 安置一复置跳跃电路,,,,,,,,,,,,
set-to,,n. a brief but vigorous fight,"n. 殴斗, 缠打, 拳击比赛",,,,,,,,,,,,
set-up,,,"n. 装备, 组织, 计划, 机构, 调整, 设置\n[计] 准备; 安排; 建立",,,,,,,,,,,,
set-up diagram,,,[计] 装置图,,,,,,,,,,,,
set-up register,,,[计] 建立寄存器,,,,,,,,,,,,
set-up time,,,[计] 准备时间; 建立时间,,,,,,,,,,,,
set.,,,"部分, 段",,,,,,,,,,,,
set...by the ears,,,使...争吵不和,,,,,,,,,,,,
set...in type,,,"把...排版, 把...付排",,,,,,,,,,,,
set...on fire,,,"使燃烧, 放火烧, 使激动",,,,,,,,,,,,
set...store by,,,"重视, 珍视",,,,,,,,,,,,
seta,'si:tә,n. stalk of a moss capsule\nn. a stiff hair or bristle,"n. 刚毛\n[医] 鬃, 刚毛",,,,,,,,,,,,
setaceous,si'teiʃәs,,"a. 刚毛一般的, 长有刚毛的\n[医] 刚毛状的",,,,,,,,,,,,
setback,'setbæk,,"n. 挫折, 退步, 逆流",,2,,cet6 ky ielts,7726,6384,,,,,,
setdown,'setdaun,,"n. 叱责, 着陆",,,,,,,,,,,,
seth,seθ,n. (Old Testament) third son of Adam and Eve; given by God in place of the murdered Abel,n. 赛斯（男子名）,,,,,13425,,,,,,,
sethe,,,n. (Sethe)人名；(德)泽特,,,,,19810,,,,,,,
seti,,,n. (Seti)人名；(埃、刚(金))塞蒂\nabbr. 对外星智能的探索（search for extraterrestrial intelligence）,,,,,,,,,,,,
setline,'setlain,,n. 有排钩的长钓鱼线,,,,,,,,,,,,
setoff,'setɒf,,"n. 衬托物, 补偿物, 出发",,,,,,,,,,,,
seton,'si:tn,n. United States religious leader who was the first person born in the United States to be canonized (1774-1821),"n. 泄液线\n[医] 挂线, 串线; 挂线管道",,,,,30382,,,,,,,
setose,'si:tәus,,a. 多刚毛的,,,,,,,,,,,,
setout,'setaut,,"n. 开始, 陈列, 布局",,,,,,,,,,,,
setover,'set.әuvә,,"n. 超过位置, 偏置, 偏距",,,,,,,,,,,,
SETPASS,,,[计] 口令设置程序,,,,,,,,,,,,
setpoint,"'set,point",,n. 定位点；选点,,,,,,,,,,,,
sets,,,n. 集合，设置（set的复数）,,,,,,,,,,,,
setscrew,'setskru:,n. a screw that is used to adjust the tension on a spring\nn. a screw (often without a head) that fits into the boss or hub of a wheel or cam etc. and prevents motion of the part relative to the shaft on which it is mounted,"n. 定位螺钉\n[机] 固定螺钉, 止动螺钉",,,,,,,,,,,,
setsquare,,,n. 三角板,,,,,,,,,,,,
sett,set,,n. 铺路用的石头（等于pitcher）；（獾等的）洞穴,,,,,24188,,,,,,,
settee,se'ti:,n. a small sofa,n. 长靠背椅,,1,,,10631,16284,,,,,,
setter,'setә,n. a long-haired dog formerly trained to crouch on finding game but now to point,"n. 从事安装的人, 调节器, (警察)眼线",,1,,,22825,17244,,,,,,
setter-on,'setәr'ɔn,,"n. 煽动者, 攻击者",,,,,,,,,,,,
settin,,,n. (Settin)人名；(意)塞廷,,,,,,,,,,,,
setting,'setiŋ,n. the context and environment in which something is set\nn. the state of the environment in which a situation exists\nn. the physical position of something,"n. 环境, 背景, 布景, 镶嵌, 调整, 沉落, 一副餐具\n[计] 设置",,2,,cet4 cet6 ky toefl ielts,2196,1569,,,,,,
setting board,,,昆虫标本板,,,,,,,,,,,,
setting depth,,,[电] 安定深定,,,,,,,,,,,,
setting down,,,[机] 分段锻造,,,,,,,,,,,,
setting drawing,,,[机] 装置图,,,,,,,,,,,,
setting line,,,[机] 放置砂心线,,,,,,,,,,,,
setting point,,,[机] 凝点,,,,,,,,,,,,
setting position,,,"[计] 装配位置, 调整位置",,,,,,,,,,,,
setting pulse,,,"[计] 置""1""脉冲, 置位脉冲",,,,,,,,,,,,
setting rule,,,排字尺,,,,,,,,,,,,
setting time,,,"[计] 建立时间, 置位时间\n[医] 凝固时间",,,,,,,,,,,,
setting value,,,[计] 设定值,,,,,,,,,,,,
setting-out,,,[机] 伸展,,,,,,,,,,,,
setting-point test,,,[机] 凝定点试验,,,,,,,,,,,,
setting-up,,,n. 调定,,,,,,,,,,,,
setting-up exercise,,,健身操,,,,,,,,,,,,
settings,,,n. 设置（setting的复数）,,,,,,,,,,,,
settle,'setl,"n. a long wooden bench with a back\nv. settle into a position, usually on a surface or ground\nv. settle conclusively; come to terms\nv. take up residence and become established","n. 有背长椅\nvt. 决定, 整理, 安放, 使定居, 使平静, 支付, 安排, 解决, 结算\nvi. 停留, 下陷, 沉淀, 澄清, 安下心来, 结清, 定居, 安家",,4,1,gk cet4 cet6 ky ielts,1294,1190,,,,,,
settle accounts with,,,与...结清帐目,,,,,,,,,,,,
settle down,,,"使舒服地坐下, 定居, 平静下来, 专心于",,,,,,,,,,,,
settle for,,,满足于,,,,,,,,,,,,
settle in,,,在新居安顿下来,,,,,,,,,,,,
settle into shape,,,有头绪,,,,,,,,,,,,
settle sb down,,,舒服地坐下,,,,,,,,,,,,
settle sb in,,,习惯,,,,,,,,,,,,
settle sb's hash,,,"征服某人, 收拾某人",,,,,,,,,,,,
settle sb.'s hash,,,征服某人,,,,,,,,,,,,
settle to do sth,,,决定做某事,,,,,,,,,,,,
settle up,,,"付清, 了结",,,,,,,,,,,,
settle up with,,,"与...成交, 与...商谈生意, 与...算帐",,,,,,,,,,,,
settle with,,,"与...清算, 和...和解",,,,,,,,,,,,
settled,'setld,a. established or decided beyond dispute or doubt\na. established in a desired position or place; not moving about\ns. not changeable,"a. 固定的, 决定的, 持续的, 难以消除的\n[经] 付讫的, 固定的, 结过帐的",,2,,,11280,14331,,,,,,
settlement,'setlmәnt,n. a conclusive resolution of a matter and disposition of it\nn. something settled or resolved; the outcome of decision making\nn. an area where a group of families live together,"n. 安顿, 解决, 处理, 结算, 殖民, 殖民地, 沉降\n[医] 居住区; 沉渣",,4,,gk cet4 cet6 ky ielts,1599,1937,,,,,,
settler,'setlә,n. a person who settles in a new colony or moves into new country\nn. a negotiator who settles disputes\nn. a clerk in a betting shop who calculates the winnings,"n. 移民者, 解决者, 结算员\n[化] 沉淀池; 沉降器; 澄清槽",,2,,gk,8004,4804,,,,,,
settling,'setliŋ,n. a gradual sinking to a lower level,"n. 沉淀物\n[法] 固定, 移住, 殖民",,,,,32904,26411,,,,,,
settlor,'setlә,n. (law) a person who creates a trust by giving real or personal property in trust to a trustee for the benefit of a beneficiary; a person who gives such property is said to settle it on the trustee,n. 财产授予者\n[经] 财产授与人,,,,,11055,,,,,,,
SETTTS,,,[计] 记录锁定设置程序,,,,,,,,,,,,
setup,'setʌp,n. the way something is organized or arranged,"n. 装备, 组织, 计划, 机构, 调整, 设置\n[计] 设置",,,,,17382,5137,,,,,,
setup string,,,设置控制字符串\n[计] 设置控制字符串,,,,,,,,,,,,
SETVER,,,[计] DOS外部命令:满足应用程序对MS-DOS不同版本的需求,,,,,,,,,,,,
SETVER.EXE,,,"[计] 加载DOS版本表, 以便可以执行SETVER命令",,,,,,,,,,,,
seu,,,abbr. 主观期待效用（Subjective Expected Utility）；单粒子翻转（Single Event Upset）；东南大学（Southeast University）,,,,,,,,,,,,
seul,,,adj. （法）单独的,,,,,,,,,,,,
Seurat,,n. French painter who developed pointillism (1859-1891),n. (Seurat)人名；(法)瑟拉,,,,,39865,,,,,,,
seven,'sevn,n. the cardinal number that is the sum of six and one\ns. being one more than six,"num. 七, 七个",,5,,zk gk,574,671,,,,,,
seven-bit byte,,,[计] 七位字节,,,,,,,,,,,,
seven-league,,,a. 一步跨七里格的,,,,,,,,,,,,
seven-unit teleprintes code,,,[电] 七单位电傅印字机电码,,,,,,,,,,,,
sevenfold,,r. seven times,"a. 七倍, 七重\nad. 七倍, 七重",,,,,48501,32945,,,,,,
Sevenoaks,,,n. 塞文欧克斯 (英国国会选区),,,,,24967,,,,,,,
seventeen,sevn'ti:n,n. the cardinal number that is the sum of sixteen and one\ns. being one more than sixteen,"num. 十七, 十七个",,5,,zk gk cet4 cet6,3782,5531,,,,,,
seventeenth,sevn'ti:nθ,n. position 17 in a countable series of things\ns. coming next after the sixteenth in position,"num. 第十七, 十七分之一",,4,,,5102,8894,,,,,,
seventh,'sevnθ,n. position seven in a countable series of things\nn. the musical interval between one note and another seven notes away from it\ns. coming next after the sixth and just before the eighth in position,"num. 第七, 七分之一",,4,,zk gk,4270,3602,,,,,,
seventh heaven,'sevәnθ,,"七重天, 极乐",,,,,,,,,,,,
seventh-day,'sevәnθ'dei,,a. 星期六的,,,,,,,,,,,,
seventieth,'sevntiiθ,n. position 70 in a countable series of things\ns. the ordinal number of seventy in counting order,"num. 第七十, 七十分之一",,4,,,39910,34088,,,,,,
seventy,'sevnti,n. the cardinal number that is the product of ten and seven\ns. being ten more than sixty,"num. 七十, 七十个",,5,,zk gk cet4 cet6,2260,6893,,,,,,
seventy times seven,,,很大的数目,,,,,,,,,,,,
seventy-eight,,n. the cardinal number that is the sum of seventy and eight\nn. a shellac based phonograph record that played at 78 revolutions per minute\ns. being eight more than seventy,"num. 七十八\nn. 七十八, 七十八转/分的唱片, 快转唱片",,,,,,,,,,,,
seventy-five,,s. being five more than seventy,"num. 七十五\nn. 七十五, 七十五毫米口径大炮",,,,,,,,,,,,
sever,'sevә,v. set or keep apart,"vt. 切断, 脱离, 分开, 使分离, 断绝, 中断\nvi. 断, 裂开",,1,,toefl,8491,7853,,,,,,
severable,,,"a. 可割断的, 可分开的",,,,,,,,,,,,
several,'sevәrәl,s. (used with count nouns) of an indefinite number more than 2 or 3 but not many\ns. distinct and individual,"a. 几个的, 一些的, 各自的\npron. 几个",,5,1,zk gk ielts,388,286,,,,,,
several times,,,数次,,,,,,,,,,,,
several-for-one,,,[计] 多对一,,,,,,,,,,,,
several-for-one severity,,,[计] 多对一严重性,,,,,,,,,,,,
several-for-one translation,,,[计] 多对一翻译,,,,,,,,,,,,
severalfold,'sevәrәlfәuld,,"ad. 有几部分地, 几倍地\na. 有几部分的, 几倍的",,,,,,,,,,,,
severally,'sevәrәli,,"ad. 各自地, 各个地, 各别地\n[法] 分别地, 个别地, 有连带责任地",,,,,37471,33667,,,,,,
severalty,'sevәrәlti,n. exclusive individual ownership,"n. 各自, 各别, 单独所有的土地\n[法] 各自, 各个, 单独制",,,,,,,,,,,,
severance,'sevәrәns,n. the act of severing,"n. 切断, 分离, 断绝\n[经] 解雇",,,,,16467,13119,,,,,,
severance pay,,,"解雇费\n[经] 解雇费, 遣散费",,,,,,,,,,,,
severe,si'viә,s. intensely or extremely bad or unpleasant in degree or quality\ns. unsparing and uncompromising in discipline or judgment\ns. very bad in degree or extent,"a. 严格的, 尖锐的, 严肃的, 严重的, 严厉的, 朴素的\n[法] 严厉的, 苛刻的, 严重的",,4,1,gk cet4 cet6 ky toefl ielts,1922,2073,,,,,,
severed,,s. detached by cutting,adj. 隔断的；切断的,,,,,19167,13792,,,,,,
severely,si'viәli,,"ad. 严格, 尖锐, 严肃, 严重, 严厉, 朴素",,,1,cet4 cet6,3817,4254,,,,,,
severin,,,n. (Severin)人名；(丹、意、塞、罗、捷、瑞典、英)塞韦林；(俄)谢韦林；(德)泽韦林\n割切蛋白\n肌割蛋白,,,,,,,,,,,,
severing,ˈsevərɪŋ,,v. 切断，断绝( sever的现在分词 ); 断，裂,,,,,42020,38299,,,,,,
severity,si'veriti,n. excessive sternness,"n. 严格, 朴素, 激烈",,,,,7069,6387,,,,,,
severity factor,,,[机] 裂炼深度因数,,,,,,,,,,,,
severity of quenching,,,[机] 急冷度,,,,,,,,,,,,
severma,,,[计] 网络信息管理和观察程序,,,,,,,,,,,,
severn,'sevәn,n. a river in Ontario that flows northeast into Hudson Bay\nn. a river in England and Wales flowing into the Bristol Channel; the longest river in Great Britain,n. 塞汶河（英国西南部地方的河名）,,,,,7315,,,,,,,
Severus,,,塞维鲁\n西弗勒斯（人名）,,,,,47206,,,,,,,
sevilla,,n. a city in southwestern Spain; a major port and cultural center; the capital of bullfighting in Spain,塞维利亚,,,,,,,,,,,,
seville,,,n. 塞维利亚 （西班牙地名）,,,,,12802,,,,,,,
sew,sәu,v. fasten by sewing; do needlework\nv. create (clothes) with cloth,"vt. 缝纫, 缝合, 缝\nvi. 缝纫",,1,1,gk cet4 cet6 ky toefl,6445,5653,,,,,,
sew sb up,,,"(非正式)使累极, (常用被动)使喝醉",,,,,,,,,,,,
sew sth up,,,"缝合, 缝拢, 把...缝入, 把...缝进, (非正式)控制, 决定, 解决",,,,,,,,,,,,
sew up,,,"缝合, 缝入, 解决, 决定",,,,,,,,,,,,
sewage,'sju:idʒ,n. waste matter carried away in sewers or drains,"n. 脏水, 污水\n[医] 污水, 污物",,1,,ielts,6529,6312,,,,,,
Seward,,n. United States politician who as Secretary of State in 1867 arranged for the purchase of Alaska from Russia (known at the time as Seward's Folly) (1801-1872),n. 苏华德（男子名，地名）,,,,,38680,,,,,,,
sewed,,s. fastened with stitches,sew的过去式和过去分词,,,,,,,,,,,,
Sewell,,,休厄尔（人名）\n苏埃尔（地名）,,,,,28537,,,,,,,
sewer,'su:ә,n. a waste pipe that carries away sewage or surface water\nn. someone who sews,"n. 下水道, 阴沟, 裁缝师\nvt. 用下水道排, 铺设下水道于",,1,,toefl ielts,9599,6529,,,,,,
sewerage,'su:әridʒ,,"n. 排水设备, 污水\n[化] 污水",,,,toefl,16642,26590,,,,,,
sewing,'sәuiŋ,n. joining or attaching by stitches\nn. needlework on which you are working with needle and thread,"n. 缝制品, 缝纫",,1,1,,9930,9215,,,,,,
sewing machine,,,[机] 缝纫机,,1,,,,,,,,,,
sewn,sәun,,sew的过去分词,,,,,,,,,,,,
sex,seks,n. either of the two categories (male or female) into which most organisms are divided\nn. all of the feelings resulting from the urge to gratify sexual impulses\nn. the properties that distinguish organisms on the basis of their reproductive roles\nv. tell the sex (of young chickens),"n. 性别, 性欲\nvt. 区别...的性别, 引起...的性欲",,4,1,gk cet4 cet6 ky ielts,1104,748,,,,,,
sex appeal,,,"性感, 吸引力",,1,,,,,,,,,,
sex education,seks ˌedju:ˈkeiʃən,,na. 性教育,,1,,,,,,,,,,
sex hygiene,,,性卫生,,,,,,,,,,,,
sex-linkage,,,n. 伴性遗传,,,,,,,,,,,,
sexadecimal,'seksә'desimәl,,[计] 十六进制的,,,,,,,,,,,,
sexadecimal digit,,,[计] 十六进制数位,,,,,,,,,,,,
sexadecimal notation,,,[计] 十六进制记数法,,,,,,,,,,,,
sexadecimal number,,,[计] 十六进制数,,,,,,,,,,,,
sexadecimal number system,,,[计] 十六进制记数制,,,,,,,,,,,,
sexadecimal numeral,,,[计] 十六进制数字; 十六进制数,,,,,,,,,,,,
sexagenarian,.seksәdʒi'nєәriәn,n. someone whose age is in the sixties\ns. being from 60 to 69 years old,a. 六十岁到六十九岁的,,,,,,,,,,,,
sexagenary,sek'sædʒinәri,,"a. 六十的, 六十到六十九岁的\nn. 六十到六十九岁的人",,,,,,,,,,,,
sexagesimal,.seksә'dʒesiml,a. of or relating to or reckoning in sixtieths,"a. 六十的, 六十进制的\nn. 以60为分母的分数",,,,,,,,,,,,
sexangle,"'seks,æŋ^l",,"n. 六角形, 六边形\n[计] 六边形, 六角形",,,,,,,,,,,,
sexangular,seks'æn^julә,,"a. 六角的, 六边的",,,,,,,,,,,,
sexcentenary,",sekssen'ti:nәri",,"a. 六百的, 六百周年的, 六百年的\nn. 六百周年纪念",,,,,,,,,,,,
sexed,sekst,s. having sexual differentiation\ns. characterized by sexuality,adj. 性感的；有性别的,,,,,,,,,,,,
sexennial,seks'eniәl,,"a. 持续六年的, 每六年一次的",,,,,,,,,,,,
sexes,,,n. 两性（sex的复数）,,,,,,,,,,,,
sexfoil,'seksfɒil,,"n. 六叶装饰, 六叶性的植物",,,,,,,,,,,,
sexier,,,性感的( sexy的比较级 ),,,,,,,,,,,,
sexiest,,,最性感的（ sexy的最高级 ）,,,,,,,,,,,,
sexiness,'seksinis,,n.<口>性感,,,,,44746,24660,,,,,,
sexing,,,v. 雌雄鉴别（动词sex的ing形式）,,,,,,,,,,,,
sexism,'seksizm,n. discriminatory or abusive behavior towards members of the opposite sex,"n. 性别歧视, 歧视女性",,1,,,12707,10605,,,,,,
sexist,'seksist,s. discriminatory on the basis of sex (usually said of men's attitude toward women),n. 性别歧视者,,1,,,10216,10607,,,,,,
sexless,'sekslis,s. having no sexual desire\ns. sexually unattractive,"a. 无性的, 中性的, 无性别的, 缺乏性感的, 性欲冷淡的",,,,,33939,25048,,,,,,
sexologist,sek'sɒlәdʒist,,n. 性学家,,,,,,30975,,,,,,
sexology,sek'sɒlәdʒi,,n. 性学\n[医] 性学,,,,,,30551,,,,,,
sexpartite,seks'pɑ:tait,,a. 分成六个的,,,,,,,,,,,,
sexpot,'sekspɒt,,n. 充满魅力的女性,,,,,,33756,,,,,,
sext,sekst,n. the fourth of the seven canonical hours; about noon,n. 第四段祷告,,,,,,,,,,,,
sextan,'sekstәn,,a. 每六天发生一次的\nn. 六日热,,,,,,,,,,,,
sextans,'sekstәnz,,n. [天]六分仪座,,,,,,,,,,,,
sextant,'sekstәnt,n. a unit of angular distance equal to 60 degrees\nn. a measuring instrument for measuring the angular distance between celestial objects; resembles an octant,n. 六分仪,,,,,47582,30005,,,,,,
sextant altitude,,,[机] 六分仪高度,,,,,,,,,,,,
sextaplex telegraph,,,[电] 六工电报,,,,,,,,,,,,
sextet,seks'tet,n. a musical composition written for six performers\nn. six performers or singers who perform together\nn. a set of six similar things considered as a unit,"n. 六重唱, 六重唱曲, 六重奏, 六重唱的演出小组, 曲棍球队\n[计] 六位字节",,,,,,29368,,,,,,
